State,Year,Education Level of Mother,Number of Births,Average Age of Mother (years)
Virginia,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12430,33.4
Virginia,2020,"Some college credit, but not a degree",15786,28.7
Virginia,2020,Unknown or Not Stated,878,30.6
Virginia,2021,8th grade or less,2868,29.9
Virginia,2021,9th through 12th grade with no diploma,5453,26.0
Virginia,2021,"Associate degree (AA, AS)",6959,30.2
Virginia,2021,"Bachelor's degree (BA, AB, BS)",23324,31.8
Virginia,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3563,34.5
Virginia,2021,High school graduate or GED completed,24119,26.9
Virginia,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",13312,33.4
Virginia,2021,"Some college credit, but not a degree",15192,28.8
Virginia,2021,Unknown or Not Stated,1035,31.4
Washington,2016,8th grade or less,2369,30.8
Washington,2016,9th through 12th grade with no diploma,8166,25.3
Washington,2016,"Associate degree (AA, AS)",9100,30.0
Washington,2016,"Bachelor's degree (BA, AB, BS)",19374,31.6
Washington,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2467,34.2
Washington,2016,High school graduate or GED completed,19303,27.0
Washington,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",8204,33.0
Washington,2016,"Some college credit, but not a degree",20437,28.4
Washington,2016,Unknown or Not Stated,1085,29.8
Washington,2017,8th grade or less,2142,31.0
Washington,2017,9th through 12th grade with no diploma,7532,25.6
Washington,2017,"Associate degree (AA, AS)",8512,30.1
Washington,2017,"Bachelor's degree (BA, AB, BS)",18820,31.8
Washington,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2627,34.4
Washington,2017,High school graduate or GED completed,18739,27.0
Washington,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",8392,33.1
Washington,2017,"Some college credit, but not a degree",19479,28.5
Washington,2017,Unknown or Not Stated,1319,30.4
Washington,2018,8th grade or less,2010,31.2
Washington,2018,9th through 12th grade with no diploma,7075,25.8
Washington,2018,"Associate degree (AA, AS)",8481,30.2
Washington,2018,"Bachelor's degree (BA, AB, BS)",18824,31.9
Washington,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2540,34.6
Washington,2018,High school graduate or GED completed,18640,27.2
Washington,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",8434,33.2
Washington,2018,"Some college credit, but not a degree",18566,28.7
Washington,2018,Unknown or Not Stated,1515,30.5
Washington,2019,8th grade or less,1810,30.8
Washington,2019,9th through 12th grade with no diploma,6641,25.9
Washington,2019,"Associate degree (AA, AS)",8234,30.2
Washington,2019,"Bachelor's degree (BA, AB, BS)",18544,32.0
Washington,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2516,34.6
Washington,2019,High school graduate or GED completed,18217,27.2
Washington,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",8745,33.4
Washington,2019,"Some college credit, but not a degree",18294,28.8
Washington,2019,Unknown or Not Stated,1894,30.2
Washington,2020,8th grade or less,1671,30.9
Washington,2020,9th through 12th grade with no diploma,6308,26.0
Washington,2020,"Associate degree (AA, AS)",7938,30.2
Washington,2020,"Bachelor's degree (BA, AB, BS)",18233,32.0
Washington,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2591,34.6
Washington,2020,High school graduate or GED completed,17930,27.4
Washington,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",9090,33.3
Washington,2020,"Some college credit, but not a degree",17369,29.0
Washington,2020,Unknown or Not Stated,1956,30.2
Washington,2021,8th grade or less,1588,31.2
Washington,2021,9th through 12th grade with no diploma,5705,26.0
Washington,2021,"Associate degree (AA, AS)",8012,30.4
Washington,2021,"Bachelor's degree (BA, AB, BS)",19063,32.1
Washington,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2721,34.8
Washington,2021,High school graduate or GED completed,17267,27.4
Washington,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",9692,33.4
Washington,2021,"Some college credit, but not a degree",16960,29.1
Washington,2021,Unknown or Not Stated,2903,30.4
West Virginia,2016,8th grade or less,212,25.5
West Virginia,2016,9th through 12th grade with no diploma,2459,23.2
West Virginia,2016,"Associate degree (AA, AS)",1868,28.8
West Virginia,2016,"Bachelor's degree (BA, AB, BS)",2713,30.1
West Virginia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",388,32.6
West Virginia,2016,High school graduate or GED completed,5985,25.1
West Virginia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1156,31.6
West Virginia,2016,"Some college credit, but not a degree",4200,26.8
West Virginia,2016,Unknown or Not Stated,98,29.7
West Virginia,2017,8th grade or less,212,26.0
West Virginia,2017,9th through 12th grade with no diploma,2216,23.6
West Virginia,2017,"Associate degree (AA, AS)",1818,28.7
West Virginia,2017,"Bachelor's degree (BA, AB, BS)",2592,30.1
West Virginia,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",407,33.0
West Virginia,2017,High school graduate or GED completed,5989,25.2
West Virginia,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1246,31.8
West Virginia,2017,"Some college credit, but not a degree",4111,26.8
West Virginia,2017,Unknown or Not Stated,84,29.0
West Virginia,2018,8th grade or less,190,26.4
West Virginia,2018,9th through 12th grade with no diploma,2143,23.6
West Virginia,2018,"Associate degree (AA, AS)",1856,28.8
West Virginia,2018,"Bachelor's degree (BA, AB, BS)",2525,30.3
West Virginia,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",386,33.1
West Virginia,2018,High school graduate or GED completed,5905,25.2
West Virginia,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1167,32.0
West Virginia,2018,"Some college credit, but not a degree",3978,27.0
West Virginia,2018,Unknown or Not Stated,98,31.0
West Virginia,2019,8th grade or less,169,25.9
West Virginia,2019,9th through 12th grade with no diploma,2076,23.8
West Virginia,2019,"Associate degree (AA, AS)",1816,28.8
West Virginia,2019,"Bachelor's degree (BA, AB, BS)",2619,30.2
West Virginia,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",374,33.1
West Virginia,2019,High school graduate or GED completed,6161,25.4
West Virginia,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1117,31.9
West Virginia,2019,"Some college credit, but not a degree",3768,27.4
West Virginia,2019,Unknown or Not Stated,36,32.4
West Virginia,2020,8th grade or less,183,25.6
West Virginia,2020,9th through 12th grade with no diploma,1891,24.0
West Virginia,2020,"Associate degree (AA, AS)",1755,28.8
West Virginia,2020,"Bachelor's degree (BA, AB, BS)",2501,30.0
West Virginia,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",401,33.2
West Virginia,2020,High school graduate or GED completed,5752,25.5
West Virginia,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1165,31.9
West Virginia,2020,"Some college credit, but not a degree",3561,27.4
West Virginia,2020,Unknown or Not Stated,114,31.1
West Virginia,2021,8th grade or less,170,26.4
West Virginia,2021,9th through 12th grade with no diploma,1765,24.1
West Virginia,2021,"Associate degree (AA, AS)",1776,28.8
West Virginia,2021,"Bachelor's degree (BA, AB, BS)",2588,30.2
West Virginia,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",402,32.9
West Virginia,2021,High school graduate or GED completed,5701,25.4
West Virginia,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1238,31.9
West Virginia,2021,"Some college credit, but not a degree",3479,27.4
West Virginia,2021,Unknown or Not Stated,79,32.1
Wisconsin,2016,8th grade or less,2353,29.6
Wisconsin,2016,9th through 12th grade with no diploma,4652,24.6
Wisconsin,2016,"Associate degree (AA, AS)",7380,30.0
Wisconsin,2016,"Bachelor's degree (BA, AB, BS)",15927,31.0
Wisconsin,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1750,33.1
Wisconsin,2016,High school graduate or GED completed,16058,26.2
Wisconsin,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5506,32.6
Wisconsin,2016,"Some college credit, but not a degree",12661,28.0
Wisconsin,2016,Unknown or Not Stated,328,28.4
Wisconsin,2017,8th grade or less,2282,29.6
Wisconsin,2017,9th through 12th grade with no diploma,4477,24.6
Wisconsin,2017,"Associate degree (AA, AS)",7227,30.1
Wisconsin,2017,"Bachelor's degree (BA, AB, BS)",15763,31.0
Wisconsin,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1673,33.2
Wisconsin,2017,High school graduate or GED completed,15976,26.4
Wisconsin,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5338,32.7
Wisconsin,2017,"Some college credit, but not a degree",11901,28.2
Wisconsin,2017,Unknown or Not Stated,338,28.5
Wisconsin,2018,8th grade or less,2271,29.6
Wisconsin,2018,9th through 12th grade with no diploma,4275,24.8
Wisconsin,2018,"Associate degree (AA, AS)",7083,30.4
Wisconsin,2018,"Bachelor's degree (BA, AB, BS)",15717,31.2
Wisconsin,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1704,33.3
Wisconsin,2018,High school graduate or GED completed,16035,26.6
Wisconsin,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5345,32.8
Wisconsin,2018,"Some college credit, but not a degree",11284,28.4
Wisconsin,2018,Unknown or Not Stated,384,28.9
Wisconsin,2019,8th grade or less,2277,29.4
Wisconsin,2019,9th through 12th grade with no diploma,4039,25.0
Wisconsin,2019,"Associate degree (AA, AS)",6854,30.4
Wisconsin,2019,"Bachelor's degree (BA, AB, BS)",15756,31.2
Wisconsin,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1730,33.6
Wisconsin,2019,High school graduate or GED completed,15792,26.6
Wisconsin,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5407,32.8
Wisconsin,2019,"Some college credit, but not a degree",10985,28.6
Wisconsin,2019,Unknown or Not Stated,430,28.8
Wisconsin,2020,8th grade or less,2229,29.6
Wisconsin,2020,9th through 12th grade with no diploma,3761,25.0
Wisconsin,2020,"Associate degree (AA, AS)",6539,30.4
Wisconsin,2020,"Bachelor's degree (BA, AB, BS)",15369,31.2
Wisconsin,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1733,33.4
Wisconsin,2020,High school graduate or GED completed,15101,26.7
Wisconsin,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5184,32.7
Wisconsin,2020,"Some college credit, but not a degree",10229,28.8
Wisconsin,2020,Unknown or Not Stated,449,28.7
Wisconsin,2021,8th grade or less,2315,29.3
Wisconsin,2021,9th through 12th grade with no diploma,3449,25.1
Wisconsin,2021,"Associate degree (AA, AS)",6739,30.5
Wisconsin,2021,"Bachelor's degree (BA, AB, BS)",16182,31.3
Wisconsin,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1891,33.4
Wisconsin,2021,High school graduate or GED completed,15075,27.0
Wisconsin,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5667,32.7
Wisconsin,2021,"Some college credit, but not a degree",10031,28.9
Wisconsin,2021,Unknown or Not Stated,432,28.6
Wyoming,2016,8th grade or less,90,28.4
Wyoming,2016,9th through 12th grade with no diploma,698,23.6
Wyoming,2016,"Associate degree (AA, AS)",831,28.8
Wyoming,2016,"Bachelor's degree (BA, AB, BS)",1380,30.6
Wyoming,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",139,33.1
Wyoming,2016,High school graduate or GED completed,1767,25.6
Wyoming,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",499,32.4
Wyoming,2016,"Some college credit, but not a degree",1902,27.1
Wyoming,2016,Unknown or Not Stated,80,29.8
Wyoming,2017,8th grade or less,80,28.4
Wyoming,2017,9th through 12th grade with no diploma,606,24.0
Wyoming,2017,"Associate degree (AA, AS)",848,29.0
Wyoming,2017,"Bachelor's degree (BA, AB, BS)",1296,30.6
Wyoming,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",111,33.1
Wyoming,2017,High school graduate or GED completed,1673,25.5
Wyoming,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",490,32.3
Wyoming,2017,"Some college credit, but not a degree",1749,27.4
Wyoming,2017,Unknown or Not Stated,50,28.0
Wyoming,2018,8th grade or less,80,29.8
Wyoming,2018,9th through 12th grade with no diploma,555,24.2
Wyoming,2018,"Associate degree (AA, AS)",766,29.0
Wyoming,2018,"Bachelor's degree (BA, AB, BS)",1175,30.7
Wyoming,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",133,33.7
Wyoming,2018,High school graduate or GED completed,1592,25.6
Wyoming,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",467,32.8
Wyoming,2018,"Some college credit, but not a degree",1706,27.4
Wyoming,2018,Unknown or Not Stated,88,29.6
Wyoming,2019,8th grade or less,59,29.8
Wyoming,2019,9th through 12th grade with no diploma,556,24.2
Wyoming,2019,"Associate degree (AA, AS)",814,29.4
Wyoming,2019,"Bachelor's degree (BA, AB, BS)",1211,30.9
Wyoming,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",146,33.2
Wyoming,2019,High school graduate or GED completed,1637,25.6
Wyoming,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",503,32.9
Wyoming,2019,"Some college credit, but not a degree",1580,27.2
Wyoming,2019,Unknown or Not Stated,59,30.4
Wyoming,2020,8th grade or less,63,28.0
Wyoming,2020,9th through 12th grade with no diploma,498,23.8
Wyoming,2020,"Associate degree (AA, AS)",710,29.4
Wyoming,2020,"Bachelor's degree (BA, AB, BS)",1189,30.8
Wyoming,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",109,33.4
Wyoming,2020,High school graduate or GED completed,1542,25.8
Wyoming,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",445,32.6
Wyoming,2020,"Some college credit, but not a degree",1514,27.5
Wyoming,2020,Unknown or Not Stated,58,29.4
Wyoming,2021,8th grade or less,69,28.5
Wyoming,2021,9th through 12th grade with no diploma,487,23.6
Wyoming,2021,"Associate degree (AA, AS)",760,29.2
Wyoming,2021,"Bachelor's degree (BA, AB, BS)",1258,31.0
Wyoming,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",137,33.4
Wyoming,2021,High school graduate or GED completed,1483,26.0
Wyoming,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",471,32.8
Wyoming,2021,"Some college credit, but not a degree",1491,27.4
Wyoming,2021,Unknown or Not Stated,81,29.6
